,id,name,alcoholic,category,glassType,instructions,drinkThumbnail,ingredients,ingredientMeasures,recipes
212,212,Lemon Shot,Alcoholic,Shot,Shot glass,"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",https://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,"['Galliano', 'Absolut Citron', 'Lemon', 'Sugar', '151 proof rum']","['1/2 oz ', '1/2 oz ', ' wedge\n', 'Bacardi ', None]","question Generate a cocktail with Galliano Absolut Citron Lemon Sugar 151 proof rum answer Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade."
213,213,Long vodka,Alcoholic,Ordinary Drink,Highball glass,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",https://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,"['Vodka', 'Lime', 'Angostura bitters', 'Tonic water', 'Ice']","['5 cl ', '1/2 ', '4 dashes ', '1 dl Schweppes ', '4 ']","question Generate a cocktail with Vodka Lime Angostura bitters Tonic water Ice answer Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka"
214,214,Lassi Khara,Non alcoholic,Other / Unknown,Highball Glass,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,https://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,"['Yoghurt', 'Water', 'Salt', 'Asafoetida']","['1 cup ', '2 cups cold ', '1 tsp ', '1 pinch ']",question Generate a cocktail with Yoghurt Water Salt Asafoetida answer Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.
215,215,Lassi Raita,Non alcoholic,Other / Unknown,Highball Glass,"Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",https://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,"['Yoghurt', 'Ice', 'Sugar', 'Lime', 'Salt']","['2 cups ', '4-6 ', None, None, None]","question Generate a cocktail with Yoghurt Ice Sugar Lime Salt answer Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead."
216,216,Lemouroudji,Non alcoholic,Other / Unknown,Highball Glass,"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",https://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,"['Ginger', 'Water', 'Lemon', 'Sugar', 'Cayenne pepper']","['2 pieces ', '1 gal ', '1 lb ', '1 cup ', 'ground ']","question Generate a cocktail with Ginger Water Lemon Sugar Cayenne pepper answer Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve."
217,217,Loch Lomond,Alcoholic,Ordinary Drink,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",https://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,"['Scotch', 'Drambuie', 'Dry Vermouth', 'Lemon peel']","['2 oz ', '1/2 oz ', '1/2 oz ', '1 twist of ']","question Generate a cocktail with Scotch Drambuie Dry Vermouth Lemon peel answer In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist."
218,218,London Town,Alcoholic,Ordinary Drink,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg,"['Gin', 'Maraschino liqueur', 'Orange bitters']","['1 1/2 oz ', '1/2 oz ', '2 dashes ']","question Generate a cocktail with Gin Maraschino liqueur Orange bitters answer In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass."
219,219,Lassi - Mango,Non alcoholic,Other / Unknown,Highball glass,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,https://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,"['Mango', 'Yoghurt', 'Sugar', 'Water']","['2 ', '2 cups ', '1/2 cup ', '1 cup iced ']",question Generate a cocktail with Mango Yoghurt Sugar Water answer Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.
220,220,Lassi - Sweet,Non alcoholic,Other / Unknown,Highball glass,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,https://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,"['Yoghurt', 'Water', 'Sugar', 'Salt', 'Lemon juice']","['1 cup ', '2 cups cold ', '4 tblsp ', 'pinch ', '2 tblsp ']",question Generate a cocktail with Yoghurt Water Sugar Salt Lemon juice answer Put all ingredients into a blender and blend until nice and frothy. Serve chilled.
221,221,Limona Corona,Alcoholic,Beer,Beer Glass,"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",https://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,"['Corona', 'Bacardi Limon']","['1 bottle ', '1 oz ']","question Generate a cocktail with Corona Bacardi Limon answer Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink."
222,222,Lord And Lady,Alcoholic,Ordinary Drink,Old-fashioned glass,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,"['Dark rum', 'Tia maria']","['1 1/2 oz ', '1/2 oz ']",question Generate a cocktail with Dark rum Tia maria answer Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.
223,223,Lady Love Fizz,Alcoholic,Ordinary Drink,Cocktail glass,"Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg,"['Gin', 'Light cream', 'Powdered sugar', 'Lemon', 'Egg white', 'Carbonated water']","['2 oz ', '2 tsp ', '1 tsp ', 'Juice of 1/2', '1 ', None]","question Generate a cocktail with Gin Light cream Powdered sugar Lemon Egg white Carbonated water answer Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve."
224,224,Long Island Tea,Alcoholic,Ordinary Drink,Highball glass,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,https://www.thecocktaildb.com/images/media/drink/nkwr4c1606770558.jpg,"['Vodka', 'Light rum', 'Gin', 'Tequila', 'Lemon', 'Coca-Cola']","['1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz ', 'Juice of 1/2 ', '1 splash ']",question Generate a cocktail with Vodka Light rum Gin Tequila Lemon Coca-Cola answer Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.
225,225,Lone Tree Cooler,Alcoholic,Ordinary Drink,Collins glass,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.",https://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,"['Carbonated water', 'Gin', 'Dry Vermouth', 'Powdered sugar', 'Orange spiral', 'Lemon peel']","[None, None, None, None, None, None]","question Generate a cocktail with Carbonated water Gin Dry Vermouth Powdered sugar Orange spiral Lemon peel answer Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass."
226,226,Lone Tree Cocktail,Alcoholic,Ordinary Drink,Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,"['Sweet Vermouth', 'Gin']","['3/4 oz ', '1 1/2 oz ']","question Generate a cocktail with Sweet Vermouth Gin answer Stir ingredients with ice, strain into a cocktail glass, and serve."
227,227,Lazy Coconut Paloma,Alcoholic,Cocktail,Highball glass,Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.,https://www.thecocktaildb.com/images/media/drink/rytuex1598719770.jpg,"['Coconut Liqueur', 'Grapefruit Juice', 'Soda Water']","['30 ml', '75 ml', 'Top']",question Generate a cocktail with Coconut Liqueur Grapefruit Juice Soda Water answer Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.
228,228,Long Island Iced Tea,Alcoholic,Ordinary Drink,Highball glass,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,https://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,"['Vodka', 'Tequila', 'Light rum', 'Gin', 'Coca-Cola', 'Lemon peel']","['1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz ', '1 dash ', 'Twist of ']",question Generate a cocktail with Vodka Tequila Light rum Gin Coca-Cola Lemon peel answer Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.
229,229,Lemon Elderflower Spritzer,Alcoholic,Cocktail,Highball glass,"Pour all ingredients over ice, stir and enjoy!
",https://www.thecocktaildb.com/images/media/drink/125w0o1630407389.jpg,"['Elderflower cordial', 'Vodka', 'Soda Water', 'Fresh Lemon Juice']","['2 tsp', '1 shot', '1/3 cup', 'Top']","question Generate a cocktail with Elderflower cordial Vodka Soda Water Fresh Lemon Juice answer Pour all ingredients over ice, stir and enjoy!
"
230,230,Lassi - A South Indian Drink,Non alcoholic,Other / Unknown,Highball Glass,"Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",https://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,"['Yoghurt', 'Water', 'Cumin seed', 'Salt', 'Mint']","['1/2 cup plain ', '1 1/4 cup cold ', '1/2 tsp ground roasted ', '1/4 tsp ', '1/4 tsp dried ']","question Generate a cocktail with Yoghurt Water Cumin seed Salt Mint answer Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold."
231,231,Melya,Non alcoholic,Coffee / Tea,Coffee mug,"Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.",https://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg,"['Espresso', 'Honey', 'Cocoa powder']","[None, 'Unsweetened ', None]","question Generate a cocktail with Espresso Honey Cocoa powder answer Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream."
232,232,Mojito,Alcoholic,Cocktail,Highball glass,Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.,https://www.thecocktaildb.com/images/media/drink/metwgh1606770327.jpg,"['Light rum', 'Lime', 'Sugar', 'Mint', 'Soda water']","['2-3 oz ', 'Juice of 1 ', '2 tsp ', '2-4 ', None]",question Generate a cocktail with Light rum Lime Sugar Mint Soda water answer Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw.
233,233,Mimosa,Alcoholic,Ordinary Drink,Champagne flute,"Ensure both ingredients are well chilled, then mix into the glass. Serve cold.",https://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg,"['Champagne', 'Orange juice']","['Chilled ', '2 oz ']","question Generate a cocktail with Champagne Orange juice answer Ensure both ingredients are well chilled, then mix into the glass. Serve cold."
234,234,Mai Tai,Alcoholic,Ordinary Drink,Collins glass,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,https://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg,"['Light rum', 'Orgeat syrup', 'Triple sec', 'Sweet and sour', 'Cherry']","['1 oz ', '1/2 oz ', '1/2 oz ', '1 1/2 oz ', '1 ']",question Generate a cocktail with Light rum Orgeat syrup Triple sec Sweet and sour Cherry answer Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.
235,235,Martini,Alcoholic,Cocktail,Cocktail glass,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",https://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,"['Gin', 'Dry Vermouth', 'Olive']","['1 2/3 oz ', '1/3 oz ', '1 ']","question Generate a cocktail with Gin Dry Vermouth Olive answer Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive."
236,236,Michelada,Alcoholic,Cocktail,Pint glass,"Mix the beer with tomato juice, freshly squeezed lime juice, and Worcestershire sauce, teriyaki sauce, soy sauce, or hot sauce.
Served In a chilled, salt-rimmed glass
",https://www.thecocktaildb.com/images/media/drink/u736bd1605907086.jpg,"['Beer', 'Tomato Juice', 'Lime Juice', 'Hot Sauce', 'Worcestershire Sauce', 'Soy Sauce']","['4 oz', '4 oz', '1 tblsp', 'Dash', 'Dash', 'Dash']","question Generate a cocktail with Beer Tomato Juice Lime Juice Hot Sauce Worcestershire Sauce Soy Sauce answer Mix the beer with tomato juice, freshly squeezed lime juice, and Worcestershire sauce, teriyaki sauce, soy sauce, or hot sauce.
Served In a chilled, salt-rimmed glass
"
237,237,Manhattan,Alcoholic,Cocktail,Cocktail glass,"Stirred over ice, strained into a chilled glass, garnished, and served up.",https://www.thecocktaildb.com/images/media/drink/yk70e31606771240.jpg,"['Sweet Vermouth', 'Bourbon', 'Angostura bitters', 'Ice', 'Maraschino cherry', 'Orange peel']","['3/4 oz ', '2 1/2 oz Blended ', 'dash ', '2 or 3 ', '1 ', '1 twist of ']","question Generate a cocktail with Sweet Vermouth Bourbon Angostura bitters Ice Maraschino cherry Orange peel answer Stirred over ice, strained into a chilled glass, garnished, and served up."
238,238,Margarita,Alcoholic,Ordinary Drink,Cocktail glass,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",https://www.thecocktaildb.com/images/media/drink/5noda61589575158.jpg,"['Tequila', 'Triple sec', 'Lime juice', 'Salt']","['1 1/2 oz ', '1/2 oz ', '1 oz ', None]","question Generate a cocktail with Tequila Triple sec Lime juice Salt answer Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass."
239,239,Mauresque,Alcoholic,Cocktail,Collins glass,"1 - Pour the Ricard (or pastis)
2 - Pour the orgeat syrup
3 - Finally pour the water and add ice cubes at your convenience.

Add the ice cubes at the end, otherwise the syrup and pastis do not mix well.",https://www.thecocktaildb.com/images/media/drink/duwfa11686236556.jpg,"['Ricard', 'Orgeat Syrup', 'Water', '', '', '', '']","['3 cl', '1 cl', 'Full Glass', '', '', '', '']","question Generate a cocktail with Ricard Orgeat Syrup Water     answer 1 - Pour the Ricard (or pastis)
2 - Pour the orgeat syrup
3 - Finally pour the water and add ice cubes at your convenience.

Add the ice cubes at the end, otherwise the syrup and pastis do not mix well."
240,240,Mint Julep,Alcoholic,Ordinary Drink,Collins glass,"In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig.",https://www.thecocktaildb.com/images/media/drink/squyyq1439907312.jpg,"['Mint', 'Bourbon', 'Powdered sugar', 'Water']","['4 fresh ', '2 1/2 oz ', '1 tsp ', '2 tsp ']","question Generate a cocktail with Mint Bourbon Powdered sugar Water answer In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig."
241,241,Mudslinger,Alcoholic,Punch / Party Drink,Punch bowl,Add all contents to a large jug or punch bowl. Stir well!,https://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg,"['Southern Comfort', 'Orange juice', 'Pepsi Cola']","['750 ml ', '1 L ', '750 ml ']",question Generate a cocktail with Southern Comfort Orange juice Pepsi Cola answer Add all contents to a large jug or punch bowl. Stir well!
242,242,Martinez 2,Alcoholic,Cocktail,Cocktail glass,"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass.",https://www.thecocktaildb.com/images/media/drink/fs6kiq1513708455.jpg,"['Gin', 'Sweet Vermouth', 'Maraschino Liqueur', 'Angostura Bitters']","['1 1/2 oz', '1 1/2 oz', '1 tsp', '2 dashes']","question Generate a cocktail with Gin Sweet Vermouth Maraschino Liqueur Angostura Bitters answer Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass."
243,243,Moranguito,Alcoholic,Shot,Shot glass,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.",https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,"['Absinthe', 'Tequila', 'Grenadine']","['2/5 ', '2/5 ', '1/5 ']","question Generate a cocktail with Absinthe Tequila Grenadine answer first you put rhe absinthe, then put tequila, then put the Granadine syrup."
244,244,Miami Vice,Alcoholic,Cocktail,Cocktail glass,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",https://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,"['151 proof rum', 'Pina colada mix', 'Daiquiri mix']","['5 oz Bacardi ', 'frozen ', 'frozen ']","question Generate a cocktail with 151 proof rum Pina colada mix Daiquiri mix answer First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together)."
245,245,Moscow Mule,Alcoholic,Punch / Party Drink,Copper Mug,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,https://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg,"['Vodka', 'Lime juice', 'Ginger ale']","['2 oz ', '2 oz ', '8 oz ']",question Generate a cocktail with Vodka Lime juice Ginger ale answer Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.
246,246,Mulled Wine,Alcoholic,Punch / Party Drink,Collins Glass,"Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy.",https://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg,"['Water', 'Sugar', 'Cloves', 'Cinnamon', 'Lemon peel', 'Red wine', 'Brandy']","['3 cups ', '1 cup ', '12 ', '2 ', '1 ', '750 ml ', '1/4 cup ']","question Generate a cocktail with Water Sugar Cloves Cinnamon Lemon peel Red wine Brandy answer Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy."
247,247,Masala Chai,Non alcoholic,Coffee / Tea,Coffee Mug,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,https://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,"['Water', 'Tea', 'Ginger', 'Cardamom', 'Cloves', 'Cinnamon', 'Black pepper', 'Sugar', 'Milk']","['2 cups ', '3-4 tsp ', '1 chunk dried ', '3-4 crushed ', '3 ', '1 piece ', '1-2 whole ', ' to taste\n', 'to taste']",question Generate a cocktail with Water Tea Ginger Cardamom Cloves Cinnamon Black pepper Sugar Milk answer Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.
248,248,Munich Mule,Alcoholic,Cocktail,Highball glass,"Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice",https://www.thecocktaildb.com/images/media/drink/rj55pl1582476101.jpg,"['Gin', 'Lime Juice', 'Ginger Beer', 'Cucumber', 'lemon']","['5 cl', '2 cl', '10 cl', 'Chopped', 'Chopped']","question Generate a cocktail with Gin Lime Juice Ginger Beer Cucumber lemon answer Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice"
249,249,Mocha-Berry,Alcoholic,Coffee / Tea,Irish coffee cup,"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",https://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,"['Coffee', 'Chambord raspberry liqueur', 'Cocoa powder', 'Whipped cream']","['6 oz ', '2 oz ', '2 tblsp ', None]","question Generate a cocktail with Coffee Chambord raspberry liqueur Cocoa powder Whipped cream answer pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream."
250,250,Mango Mojito,Alcoholic,Cocktail,Jar,"Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like.",https://www.thecocktaildb.com/images/media/drink/wfqmgm1630406820.jpg,"['Lime', 'Mango', 'Mint', 'White Rum', 'Ice', 'Soda Water', 'Mango']","['3', '1 Fresh', 'Sprig', '200 ml', 'cubes', 'Top', 'Garnish with']","question Generate a cocktail with Lime Mango Mint White Rum Ice Soda Water Mango answer Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like."
251,251,Mojito Extra,Alcoholic,Cocktail,Collins glass,"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.",https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg,"['Mint', 'Lemon juice', 'Dark rum', 'Club soda', 'Angostura bitters']","['1/2 handful ', '3 cl ', '1/8 L Jamaican ', '1/8 L ', '8 drops ']","question Generate a cocktail with Mint Lemon juice Dark rum Club soda Angostura bitters answer Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura."
252,252,Monkey Gland,Alcoholic,Ordinary Drink,Cocktail glass,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",https://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,"['Gin', 'Benedictine', 'Orange juice', 'Grenadine']","['2 oz ', '1 tsp ', '1/2 oz ', '1 tsp ']","question Generate a cocktail with Gin Benedictine Orange juice Grenadine answer Shake well over ice cubes in a shaker, strain into a chilled cocktail glass."
253,253,Midnight Mint,Alcoholic,Cocktail,Cocktail glass,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",https://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,"['Baileys irish cream', 'White Creme de Menthe', 'Cream']","['1 oz ', '3/4 oz ', '3/4 oz double ']","question Generate a cocktail with Baileys irish cream White Creme de Menthe Cream answer If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass."
254,254,Mary Pickford,Alcoholic,Cocktail,Cocktail glass,Shake and strain into a chilled large cocktail glass,https://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,"['Light rum', 'Pineapple juice', 'Maraschino liqueur', 'Grenadine', 'Maraschino cherry']","['1 1/2 oz ', '1 oz ', '1/2 tsp ', '1/2 tsp ', '1 ']",question Generate a cocktail with Light rum Pineapple juice Maraschino liqueur Grenadine Maraschino cherry answer Shake and strain into a chilled large cocktail glass
255,255,Monkey Wrench,Alcoholic,Ordinary Drink,Old-fashioned glass,Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/bw2noj1582473243.jpg,"['Light rum', 'Grapefruit juice', 'Bitters']","['1 1/2 oz ', '3 oz ', '1 dash ']",question Generate a cocktail with Light rum Grapefruit juice Bitters answer Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well.
256,256,Negroni,Alcoholic,Ordinary Drink,Old-fashioned glass,"Stir into glass over ice, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/qgdu971561574065.jpg,"['Gin', 'Campari', 'Sweet Vermouth']","['1 oz ', '1 oz ', '1 oz ']","question Generate a cocktail with Gin Campari Sweet Vermouth answer Stir into glass over ice, garnish and serve."
257,257,New York Sour,Alcoholic,Ordinary Drink,Whiskey sour glass,"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve.",https://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg,"['Blended whiskey', 'Lemon', 'Sugar', 'Red wine', 'Lemon', 'Cherry']","['2 oz ', 'Juice of 1/2 ', '1 tsp ', ' (Claret)\n', None, None]","question Generate a cocktail with Blended whiskey Lemon Sugar Red wine Lemon Cherry answer Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve."
